name,x,y,z,time
Group 6,39.21,11.2,2.03,2025-08-01 12:59:01.181772
Group 6,31.74,8.99,-0.87,2025-08-01 12:59:35.606027
Group 6,31.64,10.32,-0.73,2025-08-01 12:59:37.606121
Group 6,31.57,11.14,-0.42,2025-08-01 12:59:38.606123
Group 6,31.6,11.97,-0.7,2025-08-01 12:59:39.606813
Group 6,31.61,12.72,-0.4,2025-08-01 12:59:40.607369
Group 6,31.5,14.78,0.48,2025-08-01 12:59:42.606439
Group 6,32.0,16.24,0.41,2025-08-01 12:59:45.606477
Group 6,32.32,16.89,0.76,2025-08-01 12:59:46.605963
Group 6,32.77,18.93,1.53,2025-08-01 12:59:53.606232
Group 6,32.79,19.0,1.58,2025-08-01 12:59:56.606734
Group 6,32.91,19.01,1.63,2025-08-01 12:59:57.606215
Group 6,36.2,19.28,-1.13,2025-08-01 13:00:03.661878
Group 6,37.02,19.2,-1.5,2025-08-01 13:00:04.606118
Group 6,38.07,19.08,-1.76,2025-08-01 13:00:05.607288
Group 6,39.01,18.88,-0.61,2025-08-01 13:00:06.606204
Group 6,39.97,18.43,-0.92,2025-08-01 13:00:07.606211
Group 6,41.97,14.46,-1.25,2025-08-01 13:00:12.607572
Group 6,42.1,13.47,-1.55,2025-08-01 13:00:13.610507
Group 6,41.96,12.51,-1.79,2025-08-01 13:00:14.606557
Group 6,37.98,10.08,-0.33,2025-08-01 13:00:20.606439
Group 6,31.29,8.71,-0.07,2025-08-01 13:21:04.505693
Group 6,31.28,9.39,0.11,2025-08-01 13:21:05.507973
Group 6,31.29,10.08,0.35,2025-08-01 13:21:06.505554
Group 6,31.3,10.83,0.48,2025-08-01 13:21:07.50614
Group 6,31.37,11.42,0.62,2025-08-01 13:21:08.505828
Group 6,31.51,11.96,-0.1,2025-08-01 13:21:09.505753
Group 6,31.69,12.32,0.36,2025-08-01 13:21:10.505236
Group 6,32.04,12.68,1.02,2025-08-01 13:21:11.50535
Group 6,32.17,12.98,1.5,2025-08-01 13:21:12.505826
Group 6,32.53,13.09,1.69,2025-08-01 13:21:13.505929
Group 6,32.65,13.25,1.99,2025-08-01 13:21:14.505279
Group 6,33.27,13.09,2.67,2025-08-01 13:21:15.505605
Group 6,33.37,13.21,2.63,2025-08-01 13:21:16.506078
Group 6,33.45,13.27,2.67,2025-08-01 13:21:17.505849
Group 6,33.56,13.28,2.58,2025-08-01 13:21:18.505538
Group 6,33.67,13.12,3.26,2025-08-01 13:21:19.505404
Group 6,33.69,13.21,3.06,2025-08-01 13:21:20.506004
Group 6,33.52,13.31,3.01,2025-08-01 13:21:21.505701
Group 6,33.34,13.36,2.93,2025-08-01 13:21:22.50527
