name,x,y,z,time
Group 5,41.08,13.0,-3.43,2025-07-11 12:50:27.675439
Group 5,40.99,12.99,-3.4,2025-07-11 12:50:28.257083
Group 5,40.92,12.99,-3.44,2025-07-11 12:50:29.257536
Group 5,40.9,13.0,-3.37,2025-07-11 12:50:30.250387
Group 5,40.89,12.99,-3.47,2025-07-11 12:50:31.250123
Group 5,40.86,12.95,-3.54,2025-07-11 12:50:32.2541
Group 5,40.83,12.9,-3.67,2025-07-11 12:50:37.251253
Group 5,40.99,12.97,-3.61,2025-07-11 12:50:39.255258
Group 5,41.23,13.02,-3.46,2025-07-11 12:50:41.250939
Group 5,41.33,13.03,-3.45,2025-07-11 12:50:43.250217
Group 5,41.42,13.06,-3.42,2025-07-11 12:50:44.251032
Group 5,41.54,13.06,-3.4,2025-07-11 12:50:45.250118
Group 5,41.7,13.06,-3.36,2025-07-11 12:50:46.25274
Group 5,41.71,13.1,-3.3,2025-07-11 12:50:48.256419
Group 5,41.69,13.12,-3.19,2025-07-11 12:50:50.250466
Group 5,41.71,13.15,-3.13,2025-07-11 12:50:51.250695
Group 5,42.06,13.19,-3.03,2025-07-11 12:50:52.251226
Group 5,42.04,13.21,-3.01,2025-07-11 12:50:53.250942
Group 5,42.34,13.21,-3.01,2025-07-11 12:50:54.251538
Group 5,42.51,13.24,-2.89,2025-07-11 12:50:55.251676
Group 5,42.23,13.22,-2.84,2025-07-11 12:50:56.252987
Group 5,42.09,13.24,-2.89,2025-07-11 12:50:58.256733
Group 5,41.97,13.2,-3.06,2025-07-11 12:50:59.254829
Group 5,41.88,13.14,-3.22,2025-07-11 12:51:00.250394
Group 5,42.07,13.13,-3.22,2025-07-11 12:51:01.250322
Group 5,42.07,13.13,-3.28,2025-07-11 12:51:02.250866
Group 5,41.51,12.92,-3.68,2025-07-11 12:51:07.250306
Group 5,41.46,12.9,-3.68,2025-07-11 12:51:08.260847
Group 5,41.41,12.88,-3.72,2025-07-11 12:51:09.258178
Group 5,41.28,12.87,-3.67,2025-07-11 12:51:10.251672
Group 5,41.03,12.86,-3.6,2025-07-11 12:51:11.249857
Group 5,41.17,12.94,-3.44,2025-07-11 12:51:12.251149
Group 5,41.26,12.98,-3.39,2025-07-11 12:51:13.253832
Group 5,41.08,12.95,-3.47,2025-07-11 12:51:14.257445
Group 5,41.14,12.94,-3.5,2025-07-11 12:51:15.250071
Group 5,41.17,12.92,-3.53,2025-07-11 12:51:16.251743
Group 5,41.14,12.9,-3.56,2025-07-11 12:51:17.256405
Group 5,41.3,12.92,-3.63,2025-07-11 12:51:18.249953
Group 5,41.22,12.89,-3.67,2025-07-11 12:51:20.256035
Group 5,41.22,12.89,-3.63,2025-07-11 12:51:21.257448
Group 5,41.24,12.89,-3.64,2025-07-11 12:51:22.258928
Group 5,41.28,12.92,-3.66,2025-07-11 12:51:23.259741
Group 5,41.28,12.91,-3.64,2025-07-11 12:51:24.257646
Group 5,41.25,12.89,-3.65,2025-07-11 12:51:25.249997
Group 5,41.31,12.94,-3.55,2025-07-11 12:51:26.264334
Group 5,41.29,12.93,-3.56,2025-07-11 12:51:27.258691
Group 5,41.27,12.93,-3.59,2025-07-11 12:51:28.255654
Group 5,41.23,12.93,-3.58,2025-07-11 12:51:29.257698
Group 5,41.26,12.92,-3.59,2025-07-11 12:51:30.250169
Group 5,41.19,12.92,-3.59,2025-07-11 12:51:31.256018
Group 5,41.2,12.91,-3.59,2025-07-11 12:51:32.25023
Group 5,41.16,12.91,-3.62,2025-07-11 12:51:33.257046
Group 5,41.15,12.94,-3.63,2025-07-11 12:51:34.250739
Group 5,41.06,12.95,-1.87,2025-07-11 12:51:36.262982
Group 5,40.99,12.93,-2.3,2025-07-11 12:51:37.25072
Group 5,41.15,12.9,-3.3,2025-07-11 12:51:42.303084
Group 5,41.15,12.89,-3.4,2025-07-11 12:51:43.258214
Group 5,41.38,14.88,-2.61,2025-07-11 12:51:49.257499
Group 5,41.27,15.61,-2.57,2025-07-11 12:51:50.250078
Group 5,41.18,16.11,-2.53,2025-07-11 12:51:51.257992
Group 5,41.1,16.96,-2.61,2025-07-11 12:51:52.252526
Group 5,41.06,17.14,-2.55,2025-07-11 12:51:53.250554
Group 5,41.05,17.35,-1.27,2025-07-11 12:51:54.2561
Group 5,41.03,17.5,-0.31,2025-07-11 12:51:55.266589
Group 5,41.04,17.5,0.33,2025-07-11 12:51:56.258021
Group 5,41.04,17.51,0.82,2025-07-11 12:51:57.256129
Group 5,41.04,17.55,1.22,2025-07-11 12:51:58.250254
Group 5,41.04,17.67,1.56,2025-07-11 12:51:59.256612
Group 5,41.04,17.74,1.82,2025-07-11 12:52:00.266327
Group 5,41.04,17.8,2.0,2025-07-11 12:52:01.250142
Group 5,41.04,17.85,2.13,2025-07-11 12:52:02.261039
Group 5,41.29,17.62,2.44,2025-07-11 12:52:08.256524
Group 5,41.46,17.08,1.25,2025-07-11 12:52:09.264104
Group 5,41.57,16.33,0.3,2025-07-11 12:52:10.259353
Group 5,41.36,15.57,-0.5,2025-07-11 12:52:11.250272
Group 5,41.26,15.01,-1.32,2025-07-11 12:52:12.250295
Group 5,41.05,14.54,-1.76,2025-07-11 12:52:13.257962
Group 5,41.02,14.16,-0.4,2025-07-11 12:52:14.25169
Group 5,41.21,13.88,0.64,2025-07-11 12:52:15.251678
Group 5,41.17,13.67,-0.45,2025-07-11 12:52:16.253056
Group 5,41.17,13.51,-1.25,2025-07-11 12:52:17.251725
Group 5,41.15,13.41,-1.87,2025-07-11 12:52:18.251832
Group 5,41.17,13.36,-2.25,2025-07-11 12:52:19.250298
Group 5,41.17,13.28,-2.6,2025-07-11 12:52:20.267695
Group 5,40.98,13.2,-2.77,2025-07-11 12:52:21.250649
Group 5,41.11,13.26,-3.13,2025-07-11 12:52:22.256876
Group 5,40.99,13.35,-3.27,2025-07-11 12:52:23.260781
Group 5,41.06,13.32,-3.3,2025-07-11 12:52:24.250124
Group 5,41.17,13.32,-3.21,2025-07-11 12:52:25.25082
Group 5,41.07,13.24,-3.33,2025-07-11 12:52:26.250286
Group 5,41.05,13.27,-3.23,2025-07-11 12:52:27.256583
Group 5,40.97,13.2,-3.34,2025-07-11 12:52:28.250769
Group 5,41.11,13.23,-3.26,2025-07-11 12:52:29.257628
Group 5,41.19,13.25,-3.18,2025-07-11 12:52:30.251157
Group 5,41.18,13.27,-3.13,2025-07-11 12:52:31.255904
Group 5,41.01,13.25,-3.19,2025-07-11 12:52:32.250144
Group 5,41.16,13.23,-3.21,2025-07-11 12:52:33.250154
Group 5,41.04,13.25,-3.3,2025-07-11 12:52:34.257247
Group 5,41.03,13.24,-3.24,2025-07-11 12:52:35.250426
Group 5,40.92,13.2,-3.31,2025-07-11 12:52:36.252803
Group 5,40.97,13.19,-3.49,2025-07-11 12:52:42.250043
Group 5,40.85,13.22,-3.55,2025-07-11 12:52:43.256301
Group 5,41.03,13.28,-3.55,2025-07-11 12:52:45.252335
Group 5,39.49,10.28,-4.07,2025-07-11 12:52:55.250006
Group 5,39.16,9.97,-2.14,2025-07-11 12:52:56.250289
Group 5,39.09,9.84,-2.64,2025-07-11 12:52:57.293452
Group 5,38.83,9.68,-3.02,2025-07-11 12:52:58.253543
Group 5,38.33,9.46,-3.13,2025-07-11 12:52:59.249953
Group 5,38.33,9.46,-3.13,2025-07-11 12:54:13.373251
Group 5,34.1,8.25,-1.63,2025-07-11 13:06:46.25063
Group 5,33.37,7.45,-1.31,2025-07-11 13:06:49.252237
Group 5,32.88,6.87,-1.09,2025-07-11 13:07:08.250918
Group 5,31.87,5.81,-0.58,2025-07-11 13:07:13.250969
Group 5,31.48,5.38,-0.52,2025-07-11 13:07:18.251141
Group 5,31.38,5.31,-0.44,2025-07-11 13:07:21.251109
Group 5,31.29,5.17,-0.45,2025-07-11 13:07:27.252636
Group 5,31.24,5.14,-0.41,2025-07-11 13:07:28.250918
Group 5,31.26,5.14,-0.43,2025-07-11 13:07:29.251037
Group 5,31.27,5.1,-0.38,2025-07-11 13:07:36.250754
Group 5,31.27,5.08,-0.35,2025-07-11 13:07:37.25109
Group 5,31.22,5.04,-0.36,2025-07-11 13:07:38.250874
Group 5,31.14,4.99,-0.33,2025-07-11 13:07:44.250993
Group 5,31.11,4.95,-0.34,2025-07-11 13:07:45.251054
Group 5,31.15,4.95,-0.39,2025-07-11 13:07:48.250997
Group 5,31.07,4.91,-0.27,2025-07-11 13:08:07.253066
Group 5,31.11,4.94,-0.3,2025-07-11 13:08:08.252557
Group 5,31.06,4.93,-0.25,2025-07-11 13:08:15.251128
Group 5,31.08,4.96,-0.27,2025-07-11 13:08:16.251343
Group 5,31.14,4.98,-0.27,2025-07-11 13:08:18.251066
Group 5,31.18,4.99,-0.31,2025-07-11 13:08:20.253768
Group 5,31.08,4.88,-0.34,2025-07-11 13:08:25.252597
Group 5,31.1,4.9,-0.35,2025-07-11 13:08:29.252495
Group 5,31.14,4.92,-0.38,2025-07-11 13:08:30.251046
Group 5,31.15,4.95,-0.37,2025-07-11 13:08:33.251219
Group 5,31.22,4.99,-0.29,2025-07-11 13:08:34.251255
Group 5,31.22,4.99,-0.33,2025-07-11 13:08:35.251315
Group 5,31.12,4.92,-0.35,2025-07-11 13:08:37.251327
Group 5,31.13,4.91,-0.37,2025-07-11 13:08:38.253049
Group 5,31.14,4.93,-0.29,2025-07-11 13:08:42.252014
Group 5,31.2,4.97,-0.35,2025-07-11 13:08:43.253154
Group 5,31.13,4.93,-0.34,2025-07-11 13:08:45.255541
Group 5,31.09,4.9,-0.35,2025-07-11 13:08:47.251361
Group 5,31.0,4.88,-0.25,2025-07-11 13:08:54.251658
Group 5,31.03,4.88,-0.34,2025-07-11 13:08:56.251311
Group 5,31.11,4.92,-0.28,2025-07-11 13:08:59.251541
Group 5,31.14,4.93,-0.31,2025-07-11 13:09:00.251384
Group 5,31.12,4.92,-0.31,2025-07-11 13:09:03.251338
Group 5,31.13,5.19,0.68,2025-07-11 13:09:06.253502
Group 5,31.15,5.14,0.42,2025-07-11 13:09:07.251555
Group 5,31.17,5.1,0.24,2025-07-11 13:09:08.251304
Group 5,31.11,5.04,0.12,2025-07-11 13:09:10.254516
Group 5,31.11,4.99,-0.12,2025-07-11 13:09:13.251272
Group 5,31.18,5.01,-0.13,2025-07-11 13:09:14.254468
Group 5,31.79,4.85,-0.58,2025-07-11 13:18:04.552664
Group 5,31.8,4.85,-0.59,2025-07-11 13:18:05.554135
Group 5,32.2,4.65,-0.68,2025-07-11 13:18:11.553408
Group 5,32.46,4.53,-0.66,2025-07-11 13:18:12.552875
Group 5,31.39,4.76,-0.55,2025-07-11 13:20:14.552797
Group 5,31.28,4.79,-0.49,2025-07-11 13:20:16.552935
Group 5,31.36,4.91,-0.43,2025-07-11 13:20:38.552981
Group 5,31.51,4.89,-0.54,2025-07-11 13:20:39.553006
Group 5,31.5,4.79,-0.47,2025-07-11 13:20:44.553121
Group 5,31.37,4.86,-0.4,2025-07-11 13:20:46.554343
Group 5,31.24,4.87,-0.42,2025-07-11 13:20:48.583648
Group 5,31.2,4.87,-0.41,2025-07-11 13:20:50.553128
Group 5,31.23,4.89,-0.36,2025-07-11 13:20:51.554527
Group 5,31.24,4.88,-0.36,2025-07-11 13:20:52.553511
Group 5,31.32,4.87,-0.39,2025-07-11 13:22:44.556033
Group 5,31.33,4.97,-0.27,2025-07-11 13:23:29.55665
Group 5,31.32,4.95,-0.3,2025-07-11 13:23:30.553288
Group 5,31.39,4.97,-0.33,2025-07-11 13:23:32.553135
Group 5,31.39,4.98,-0.28,2025-07-11 13:23:33.555758
Group 5,31.37,4.97,-0.29,2025-07-11 13:23:34.55329
Group 5,31.34,4.95,-0.32,2025-07-11 13:23:35.553442
Group 5,35.02,14.04,-3.19,2025-07-11 13:52:52.498209
Group 5,35.05,14.05,-3.28,2025-07-11 13:52:53.500726
Group 5,35.11,14.05,-3.32,2025-07-11 13:52:54.45222
Group 5,35.16,14.04,-3.34,2025-07-11 13:52:55.454079
Group 5,35.08,13.99,-3.36,2025-07-11 13:52:56.454226
Group 5,35.08,13.98,-3.4,2025-07-11 13:52:57.452979
Group 5,35.09,13.97,-3.42,2025-07-11 13:52:58.45239
Group 5,35.16,14.02,-3.45,2025-07-11 13:52:59.452106
Group 5,35.11,13.98,-3.44,2025-07-11 13:53:00.454802
Group 5,35.08,13.96,-3.43,2025-07-11 13:53:01.452252
Group 5,35.15,14.0,-3.45,2025-07-11 13:53:03.453517
Group 5,35.13,13.97,-3.47,2025-07-11 13:53:04.45333
Group 5,35.2,14.05,-3.6,2025-07-11 13:53:09.499122
Group 5,35.23,14.08,-3.62,2025-07-11 13:53:10.452528
Group 5,35.82,14.07,-3.47,2025-07-11 13:53:15.452107
Group 5,35.87,13.96,-1.66,2025-07-11 13:53:16.452839
Group 5,35.9,13.68,-0.12,2025-07-11 13:53:17.497854
Group 5,36.51,13.28,3.04,2025-07-11 13:53:22.49814
Group 5,36.58,13.25,3.29,2025-07-11 13:53:23.454977
Group 5,36.78,13.18,3.82,2025-07-11 13:53:29.49799
Group 5,37.07,13.34,3.77,2025-07-11 13:53:30.460668
Group 5,37.1,13.38,3.76,2025-07-11 13:53:31.462273
Group 5,36.68,13.15,2.01,2025-07-11 13:53:32.452847
