group,station,dwell_time_seconds,dwell_time_minutes
W1 G2,1,1235.995334,20.599922233333334
W1 G2,2,1369.503773,22.82506288333333
W1 G2,3,708.9160060000002,11.815266766666669
W1 G2,4,939.4877570000001,15.658129283333334
W1 G2,5,1123.589858,18.726497633333334
