group,from_station,to_station,transition_time_seconds,transition_time_minutes
w1_g4,4.0,3.0,9.000548,0.15000913333333335
w1_g4,3.0,1.0,3580.794369,59.67990615
w1_g4,1.0,2.0,56.999937,0.94999895
w1_g4,2.0,2.0,83.000084,1.3833347333333335
w1_g4,2.0,1.0,112.002061,1.8667010166666667
w1_g4,1.0,5.0,1352.00262,22.533376999999998
w1_g4,5.0,4.0,242.000244,4.0333374
