group,from_station,to_station,transition_time_seconds,transition_time_minutes
w2_g3,4.0,3.0,75.998561,1.2666426833333333
w2_g3,3.0,2.0,2322.20015,38.703335833333334
w2_g3,2.0,1.0,751.099513,12.518325216666666
w2_g3,1.0,3.0,1819.698955,30.328315916666668
