group,station,dwell_time_seconds,dwell_time_minutes
w2_g4,1,799.9972,13.333286666666668
w2_g4,2,666.030354,11.1005059
w2_g4,3,141.013101,2.35021835
w2_g4,4,970.998191,16.183303183333333
