group,station,dwell_time_seconds,dwell_time_minutes
w1_g3,1,431.996596,7.199943266666667
w1_g3,2,881.812738,14.696878966666667
w1_g3,3,922.0289170000001,15.367148616666668
w1_g3,4,1104.862713,18.41437855
w1_g3,5,1121.034027,18.68390045
